URUN_KODU;TARIH;MIKTAR
URUN-150;2017-12-01;10749
URUN-150;2018-01-01;405
URUN-150;2018-02-01;1485
URUN-150;2018-03-01;11245
URUN-150;2018-04-01;9035
URUN-150;2018-05-01;9470
URUN-150;2018-06-01;5122
URUN-150;2018-07-01;14446
URUN-150;2018-08-01;5484
URUN-150;2018-09-01;890
URUN-150;2018-10-01;160
URUN-150;2018-11-01;15053
URUN-150;2018-12-01;0
URUN-151;2015-03-01;11970
URUN-151;2015-04-01;5360
URUN-151;2015-05-01;14580
URUN-151;2015-06-01;6300
URUN-151;2015-07-01;940
URUN-151;2015-08-01;9120
URUN-151;2015-09-01;5300
URUN-151;2015-10-01;980
URUN-151;2015-11-01;5980
URUN-151;2015-12-01;1700
URUN-151;2016-01-01;7160
URUN-151;2016-02-01;10760
URUN-151;2016-03-01;4820
URUN-151;2016-04-01;7400
URUN-151;2016-05-01;6800
URUN-151;2016-06-01;9940
URUN-151;2016-07-01;950
URUN-151;2016-08-01;2000
URUN-151;2016-09-01;700
URUN-151;2016-10-01;3860
URUN-151;2016-11-01;2220
URUN-151;2016-12-01;1600
URUN-151;2017-01-01;10680
URUN-151;2017-02-01;5700
URUN-151;2017-03-01;4300
URUN-151;2017-04-01;500
URUN-151;2017-05-01;8500
URUN-151;2017-06-01;1200
URUN-151;2017-07-01;3640
URUN-151;2017-08-01;3800
URUN-151;2017-09-01;5300
URUN-151;2017-10-01;0
URUN-151;2017-11-01;140
URUN-151;2017-12-01;6700
URUN-151;2018-01-01;600
URUN-151;2018-02-01;4000
URUN-151;2018-03-01;100
URUN-151;2018-04-01;3600
URUN-151;2018-05-01;0
URUN-151;2018-06-01;1480
URUN-151;2018-07-01;4120
URUN-151;2018-08-01;5740
URUN-151;2018-09-01;1480
URUN-151;2018-10-01;1120
URUN-151;2018-11-01;5240
URUN-151;2018-12-01;0
URUN-152;2015-03-01;9048
URUN-152;2015-04-01;9120
URUN-152;2015-05-01;5556
URUN-152;2015-06-01;5532
URUN-152;2015-07-01;5412
URUN-152;2015-08-01;6888
URUN-152;2015-09-01;2052
URUN-152;2015-10-01;4488
URUN-152;2015-11-01;8796
URUN-152;2015-12-01;780
URUN-152;2016-01-01;6816
URUN-152;2016-02-01;30084
URUN-152;2016-03-01;11940
URUN-152;2016-04-01;14832
URUN-152;2016-05-01;9732
URUN-152;2016-06-01;25344
URUN-152;2016-07-01;27816
URUN-152;2016-08-01;6108
URUN-152;2016-09-01;5724
URUN-152;2016-10-01;1488
URUN-152;2016-11-01;23928
URUN-152;2016-12-01;28488
URUN-152;2017-01-01;60
URUN-152;2017-02-01;6108
URUN-152;2017-03-01;2532
URUN-152;2017-04-01;9888
URUN-152;2017-05-01;636
URUN-152;2017-06-01;20004
URUN-152;2017-07-01;12180
URUN-152;2017-08-01;15324
URUN-152;2017-09-01;13608
URUN-152;2017-10-01;14508
URUN-152;2017-11-01;3372
URUN-152;2017-12-01;16020
URUN-152;2018-01-01;7032
URUN-152;2018-02-01;108
URUN-152;2018-03-01;13212
URUN-152;2018-04-01;8616
URUN-152;2018-05-01;7260
URUN-152;2018-06-01;23712
URUN-152;2018-07-01;5544
URUN-152;2018-08-01;4308
URUN-152;2018-09-01;9084
URUN-152;2018-10-01;18240
URUN-152;2018-11-01;2616
URUN-152;2018-12-01;1296
URUN-153;2015-05-01;1400
URUN-153;2015-06-01;1400
URUN-153;2015-07-01;800
URUN-153;2015-08-01;1600
URUN-153;2015-09-01;0
URUN-153;2015-10-01;200
URUN-153;2015-11-01;1200
URUN-153;2015-12-01;1000
URUN-153;2016-01-01;400
URUN-153;2016-02-01;4000
URUN-153;2016-03-01;5200
URUN-153;2016-04-01;400
URUN-153;2016-05-01;17200
URUN-153;2016-06-01;8000
URUN-153;2016-07-01;3800
URUN-153;2016-08-01;2000
URUN-153;2016-09-01;800
URUN-153;2016-10-01;0
URUN-153;2016-11-01;1400
URUN-153;2016-12-01;6000
URUN-153;2017-01-01;0
URUN-153;2017-02-01;2000
URUN-153;2017-03-01;0
URUN-153;2017-04-01;3400
URUN-153;2017-05-01;600
URUN-153;2017-06-01;3400
URUN-153;2017-07-01;300
URUN-153;2017-08-01;3500
URUN-153;2017-09-01;600
URUN-153;2017-10-01;17800
URUN-153;2017-11-01;0
URUN-153;2017-12-01;0
URUN-153;2018-01-01;5000
URUN-153;2018-02-01;200
URUN-153;2018-03-01;8400
URUN-153;2018-04-01;400
URUN-153;2018-05-01;2600
URUN-153;2018-06-01;0
URUN-153;2018-07-01;3200
URUN-153;2018-08-01;2000
URUN-153;2018-09-01;4600
URUN-153;2018-10-01;3600
URUN-153;2018-11-01;2400
URUN-153;2018-12-01;0
URUN-154;2015-03-01;3348
URUN-154;2015-04-01;7884
URUN-154;2015-05-01;11052
URUN-154;2015-06-01;6120
URUN-154;2015-07-01;16860
URUN-154;2015-08-01;31440
URUN-154;2015-09-01;7728
URUN-154;2015-10-01;9828
URUN-154;2015-11-01;7284
URUN-154;2015-12-01;13512
URUN-154;2016-01-01;8904
URUN-154;2016-02-01;5088
URUN-154;2016-03-01;30036
URUN-154;2016-04-01;9312
URUN-154;2016-05-01;8388
URUN-154;2016-06-01;13260
URUN-154;2016-07-01;22452
URUN-154;2016-08-01;16680
URUN-154;2016-09-01;0
URUN-154;2016-10-01;1968
URUN-154;2016-11-01;10596
URUN-154;2016-12-01;6648
URUN-154;2017-01-01;10464
URUN-154;2017-02-01;7416
URUN-154;2017-03-01;1812
URUN-154;2017-04-01;5712
URUN-154;2017-05-01;11640
URUN-154;2017-06-01;7020
URUN-154;2017-07-01;8268
URUN-154;2017-08-01;9900
URUN-154;2017-09-01;1380
URUN-154;2017-10-01;5184
URUN-154;2017-11-01;7956
URUN-154;2017-12-01;14460
URUN-154;2018-01-01;2604
URUN-154;2018-02-01;0
URUN-154;2018-03-01;18252
URUN-154;2018-04-01;2328
URUN-154;2018-05-01;0
URUN-154;2018-06-01;15216
URUN-154;2018-07-01;8184
URUN-154;2018-08-01;1296
URUN-154;2018-09-01;3444
URUN-154;2018-10-01;13848
URUN-154;2018-11-01;8784
URUN-154;2018-12-01;0
URUN-155;2015-03-01;240
URUN-155;2015-04-01;1296
URUN-155;2015-05-01;456
URUN-155;2015-06-01;384
URUN-155;2015-07-01;1020
URUN-155;2015-08-01;444
URUN-155;2015-09-01;480
URUN-155;2015-10-01;336
URUN-155;2015-11-01;456
URUN-155;2015-12-01;1740
URUN-155;2016-01-01;1224
URUN-155;2016-02-01;1596
URUN-155;2016-03-01;1980
URUN-155;2016-04-01;240
URUN-155;2016-05-01;204
URUN-155;2016-06-01;1260
URUN-155;2016-07-01;744
URUN-155;2016-08-01;156
URUN-155;2016-09-01;216
URUN-155;2016-10-01;60
URUN-155;2016-11-01;516
URUN-155;2016-12-01;528
URUN-155;2017-01-01;324
URUN-155;2017-02-01;60
URUN-155;2017-03-01;264
URUN-155;2017-04-01;204
URUN-155;2017-05-01;168
URUN-155;2017-06-01;168
URUN-155;2017-07-01;708
URUN-155;2017-08-01;120
URUN-155;2017-09-01;216
URUN-155;2017-10-01;432
URUN-155;2017-11-01;444
URUN-155;2017-12-01;132
URUN-155;2018-01-01;24
URUN-155;2018-02-01;0
URUN-155;2018-03-01;288
URUN-155;2018-04-01;324
URUN-155;2018-05-01;12
URUN-155;2018-06-01;204
URUN-155;2018-07-01;108
URUN-155;2018-08-01;324
URUN-155;2018-09-01;48
URUN-155;2018-10-01;180
URUN-155;2018-11-01;336
URUN-155;2018-12-01;12
URUN-156;2015-03-01;22400
URUN-156;2015-04-01;40000
URUN-156;2015-05-01;22000
URUN-156;2015-06-01;19000
URUN-156;2015-07-01;58200
URUN-156;2015-08-01;82800
URUN-156;2015-09-01;26800
URUN-156;2015-10-01;23000
URUN-156;2015-11-01;34500
URUN-156;2015-12-01;31400
URUN-156;2016-01-01;32600
URUN-156;2016-02-01;32400
URUN-156;2016-03-01;83300
URUN-156;2016-04-01;31000
URUN-156;2016-05-01;32400
URUN-156;2016-06-01;14100
URUN-156;2016-07-01;36400
URUN-156;2016-08-01;48000
URUN-156;2016-09-01;2000
URUN-156;2016-10-01;4080
URUN-156;2016-11-01;40800
URUN-156;2016-12-01;12960
URUN-156;2017-01-01;25200
URUN-156;2017-02-01;22560
URUN-156;2017-03-01;4800
URUN-156;2017-04-01;24000
URUN-156;2017-05-01;24720
URUN-156;2017-06-01;14880
URUN-156;2017-07-01;29760
URUN-156;2017-08-01;16560
URUN-156;2017-09-01;12840
URUN-156;2017-10-01;23880
URUN-156;2017-11-01;33360
URUN-156;2017-12-01;32880
URUN-156;2018-01-01;13920
URUN-156;2018-02-01;480
URUN-156;2018-03-01;46320
URUN-156;2018-04-01;10320
URUN-156;2018-05-01;3600
URUN-156;2018-06-01;38160
URUN-156;2018-07-01;13920
URUN-156;2018-08-01;6480
URUN-156;2018-09-01;19680
URUN-156;2018-10-01;48000
URUN-156;2018-11-01;20880
URUN-156;2018-12-01;4560
URUN-157;2015-03-01;7758
URUN-157;2015-04-01;11262
URUN-157;2015-05-01;4656
URUN-157;2015-06-01;2532
URUN-157;2015-07-01;8964
URUN-157;2015-08-01;9282
URUN-157;2015-09-01;4014
URUN-157;2015-10-01;2442
URUN-157;2015-11-01;9480
URUN-157;2015-12-01;4092
URUN-157;2016-01-01;7302
URUN-157;2016-02-01;9090
URUN-157;2016-03-01;8910
URUN-157;2016-04-01;9990
URUN-157;2016-05-01;7290
URUN-157;2016-06-01;522
URUN-157;2016-07-01;6804
URUN-157;2016-08-01;6762
URUN-157;2016-09-01;690
URUN-157;2016-10-01;2250
URUN-157;2016-11-01;11196
URUN-157;2016-12-01;756
URUN-157;2017-01-01;2172
URUN-157;2017-02-01;4128
URUN-157;2017-03-01;1926
URUN-157;2017-04-01;6462
URUN-157;2017-05-01;3432
URUN-157;2017-06-01;4872
URUN-157;2017-07-01;4362
URUN-157;2017-08-01;6540
URUN-157;2017-09-01;2718
URUN-157;2017-10-01;5820
URUN-157;2017-11-01;360
URUN-157;2017-12-01;2880
URUN-157;2018-01-01;4224
URUN-157;2018-02-01;192
URUN-157;2018-03-01;6150
URUN-157;2018-04-01;834
URUN-157;2018-05-01;5046
URUN-157;2018-06-01;5106
URUN-157;2018-07-01;3972
URUN-157;2018-08-01;8598
URUN-157;2018-09-01;6738
URUN-157;2018-10-01;6252
URUN-157;2018-11-01;2028
URUN-157;2018-12-01;1860
URUN-158;2017-05-01;48
URUN-158;2017-06-01;12
URUN-158;2017-07-01;72
URUN-158;2017-08-01;906
URUN-158;2017-09-01;0
URUN-158;2017-10-01;114
URUN-158;2017-11-01;0
URUN-158;2017-12-01;186
URUN-158;2018-01-01;0
URUN-158;2018-02-01;0
URUN-158;2018-03-01;138
URUN-158;2018-04-01;102
URUN-158;2018-05-01;1344
URUN-158;2018-06-01;696
URUN-158;2018-07-01;216
URUN-158;2018-08-01;1026
URUN-158;2018-09-01;30
URUN-158;2018-10-01;1038
URUN-158;2018-11-01;606
URUN-158;2018-12-01;12
URUN-159;2015-03-01;4876
URUN-159;2015-04-01;5434
URUN-159;2015-05-01;299
URUN-159;2015-06-01;3058
URUN-159;2015-07-01;8004
URUN-159;2015-08-01;5652
URUN-159;2015-09-01;2888
URUN-159;2015-10-01;2448
URUN-159;2015-11-01;3582
URUN-159;2015-12-01;9106
URUN-159;2016-01-01;9992
URUN-159;2016-02-01;7394
URUN-159;2016-03-01;8128
URUN-159;2016-04-01;8096
URUN-159;2016-05-01;5530
URUN-159;2016-06-01;7817
URUN-159;2016-07-01;6245
URUN-159;2016-08-01;6846
URUN-159;2016-09-01;736
URUN-159;2016-10-01;2512
URUN-159;2016-11-01;6704
URUN-159;2016-12-01;724
URUN-159;2017-01-01;6136
URUN-159;2017-02-01;8540
URUN-159;2017-03-01;4152
URUN-159;2017-04-01;1780
URUN-159;2017-05-01;5380
URUN-159;2017-06-01;9216
URUN-159;2017-07-01;1952
URUN-159;2017-08-01;5780
URUN-159;2017-09-01;0
URUN-159;2017-10-01;5220
URUN-159;2017-11-01;3624
URUN-159;2017-12-01;5050
URUN-159;2018-01-01;3598
URUN-159;2018-02-01;0
URUN-159;2018-03-01;10308
URUN-159;2018-04-01;1800
URUN-159;2018-05-01;6424
URUN-159;2018-06-01;2656
URUN-159;2018-07-01;4756
URUN-159;2018-08-01;5942
URUN-159;2018-09-01;15320
URUN-159;2018-10-01;944
URUN-159;2018-11-01;5097
URUN-159;2018-12-01;1439
URUN-160;2017-04-01;152
URUN-160;2017-05-01;396
URUN-160;2017-06-01;0
URUN-160;2017-07-01;180
URUN-160;2017-08-01;12
URUN-160;2017-09-01;0
URUN-160;2017-10-01;60
URUN-160;2017-11-01;0
URUN-160;2017-12-01;0
URUN-160;2018-01-01;0
URUN-160;2018-02-01;0
URUN-160;2018-03-01;1572
URUN-160;2018-04-01;324
URUN-160;2018-05-01;1188
URUN-160;2018-06-01;504
URUN-160;2018-07-01;936
URUN-160;2018-08-01;1326
URUN-160;2018-09-01;672
URUN-160;2018-10-01;0
URUN-160;2018-11-01;894
URUN-160;2018-12-01;336
URUN-161;2015-03-01;54500
URUN-161;2015-04-01;152250
URUN-161;2015-05-01;206750
URUN-161;2015-06-01;137500
URUN-161;2015-07-01;393250
URUN-161;2015-08-01;818500
URUN-161;2015-09-01;41500
URUN-161;2015-10-01;295750
URUN-161;2015-11-01;270250
URUN-161;2015-12-01;230500
URUN-161;2016-01-01;105250
URUN-161;2016-02-01;162250
URUN-161;2016-03-01;513000
URUN-161;2016-04-01;176750
URUN-161;2016-05-01;370750
URUN-161;2016-06-01;427000
URUN-161;2016-07-01;764750
URUN-161;2016-08-01;162500
URUN-161;2016-09-01;156000
URUN-161;2016-10-01;165000
URUN-161;2016-11-01;415500
URUN-161;2016-12-01;97250
URUN-161;2017-01-01;371250
URUN-161;2017-02-01;245750
URUN-161;2017-03-01;325000
URUN-161;2017-04-01;92750
URUN-161;2017-05-01;88500
URUN-161;2017-06-01;238500
URUN-161;2017-07-01;295500
URUN-161;2017-08-01;300750
URUN-161;2017-09-01;136250
URUN-161;2017-10-01;416750
URUN-161;2017-11-01;96500
URUN-161;2017-12-01;221500
URUN-161;2018-01-01;69750
URUN-161;2018-02-01;123250
URUN-161;2018-03-01;206000
URUN-161;2018-04-01;102500
URUN-161;2018-05-01;221000
URUN-161;2018-06-01;194000
URUN-161;2018-07-01;701000
URUN-161;2018-08-01;192250
URUN-161;2018-09-01;552750
URUN-161;2018-10-01;297250
URUN-161;2018-11-01;382000
URUN-161;2018-12-01;0
URUN-162;2015-03-01;53000
URUN-162;2015-04-01;109500
URUN-162;2015-05-01;163750
URUN-162;2015-06-01;81500
URUN-162;2015-07-01;320250
URUN-162;2015-08-01;747750
URUN-162;2015-09-01;25750
URUN-162;2015-10-01;277750
URUN-162;2015-11-01;220250
URUN-162;2015-12-01;547000
URUN-162;2016-01-01;96250
URUN-162;2016-02-01;110750
URUN-162;2016-03-01;371000
URUN-162;2016-04-01;136500
URUN-162;2016-05-01;309500
URUN-162;2016-06-01;362500
URUN-162;2016-07-01;555250
URUN-162;2016-08-01;146500
URUN-162;2016-09-01;74750
URUN-162;2016-10-01;81250
URUN-162;2016-11-01;248500
URUN-162;2016-12-01;87500
URUN-162;2017-01-01;319500
URUN-162;2017-02-01;221000
URUN-162;2017-03-01;264750
URUN-162;2017-04-01;66000
URUN-162;2017-05-01;76750
URUN-162;2017-06-01;208500
URUN-162;2017-07-01;265000
URUN-162;2017-08-01;262250
URUN-162;2017-09-01;141500
URUN-162;2017-10-01;337000
URUN-162;2017-11-01;90500
URUN-162;2017-12-01;546750
URUN-162;2018-01-01;51000
URUN-162;2018-02-01;100250
URUN-162;2018-03-01;163500
URUN-162;2018-04-01;93750
URUN-162;2018-05-01;205750
URUN-162;2018-06-01;144000
URUN-162;2018-07-01;642500
URUN-162;2018-08-01;140500
URUN-162;2018-09-01;336250
URUN-162;2018-10-01;278000
URUN-162;2018-11-01;309500
URUN-162;2018-12-01;1000
URUN-163;2015-03-01;3750
URUN-163;2015-04-01;10750
URUN-163;2015-05-01;11750
URUN-163;2015-06-01;16250
URUN-163;2015-07-01;22750
URUN-163;2015-08-01;18750
URUN-163;2015-09-01;750
URUN-163;2015-10-01;4250
URUN-163;2015-11-01;8500
URUN-163;2015-12-01;9000
URUN-163;2016-01-01;5000
URUN-163;2016-02-01;20250
URUN-163;2016-03-01;27000
URUN-163;2016-04-01;9500
URUN-163;2016-05-01;13000
URUN-163;2016-06-01;25000
URUN-163;2016-07-01;61000
URUN-163;2016-08-01;3500
URUN-163;2016-09-01;6000
URUN-163;2016-10-01;6250
URUN-163;2016-11-01;28750
URUN-163;2016-12-01;1750
URUN-163;2017-01-01;8000
URUN-163;2017-02-01;10250
URUN-163;2017-03-01;11750
URUN-163;2017-04-01;7250
URUN-163;2017-05-01;2250
URUN-163;2017-06-01;5750
URUN-163;2017-07-01;16500
URUN-163;2017-08-01;10500
URUN-163;2017-09-01;3500
URUN-163;2017-10-01;41500
URUN-163;2017-11-01;2500
URUN-163;2017-12-01;23500
URUN-163;2018-01-01;8250
URUN-163;2018-02-01;9500
URUN-163;2018-03-01;9750
URUN-163;2018-04-01;6250
URUN-163;2018-05-01;0
URUN-163;2018-06-01;6500
URUN-163;2018-07-01;14750
URUN-163;2018-08-01;5500
URUN-163;2018-09-01;32250
URUN-163;2018-10-01;5500
URUN-163;2018-11-01;9250
URUN-163;2018-12-01;0
URUN-164;2015-03-01;1000
URUN-164;2015-04-01;15500
URUN-164;2015-05-01;22500
URUN-164;2015-06-01;27750
URUN-164;2015-07-01;20000
URUN-164;2015-08-01;25250
URUN-164;2015-09-01;3750
URUN-164;2015-10-01;7500
URUN-164;2015-11-01;17500
URUN-164;2015-12-01;18500
URUN-164;2016-01-01;8250
URUN-164;2016-02-01;21750
URUN-164;2016-03-01;88000
URUN-164;2016-04-01;15750
URUN-164;2016-05-01;42250
URUN-164;2016-06-01;97500
URUN-164;2016-07-01;80000
URUN-164;2016-08-01;4000
URUN-164;2016-09-01;66250
URUN-164;2016-10-01;58750
URUN-164;2016-11-01;102000
URUN-164;2016-12-01;5000
URUN-164;2017-01-01;1500
URUN-164;2017-02-01;3500
URUN-164;2017-03-01;12750
URUN-164;2017-04-01;12750
URUN-164;2017-05-01;5000
URUN-164;2017-06-01;6000
URUN-164;2017-07-01;25750
URUN-164;2017-08-01;26750
URUN-164;2017-09-01;0
URUN-164;2017-10-01;16750
URUN-164;2017-11-01;1500
URUN-164;2017-12-01;26000
URUN-164;2018-01-01;6750
URUN-164;2018-02-01;2750
URUN-164;2018-03-01;16750
URUN-164;2018-04-01;4250
URUN-164;2018-05-01;15000
URUN-164;2018-06-01;37250
URUN-164;2018-07-01;21750
URUN-164;2018-08-01;26250
URUN-164;2018-09-01;121500
URUN-164;2018-10-01;65750
URUN-164;2018-11-01;64000
URUN-164;2018-12-01;0
URUN-165;2015-03-01;25309
URUN-165;2015-04-01;6267
URUN-165;2015-05-01;16211
URUN-165;2015-06-01;32316
URUN-165;2015-07-01;2304
URUN-165;2015-08-01;7351
URUN-165;2015-09-01;32461
URUN-165;2015-10-01;36395
URUN-165;2015-11-01;750
URUN-165;2015-12-01;12424
URUN-165;2016-01-01;768
URUN-165;2016-02-01;5526
URUN-165;2016-03-01;41156
URUN-165;2016-04-01;790
URUN-165;2016-05-01;14201
URUN-165;2016-06-01;4334
URUN-165;2016-07-01;26219
URUN-165;2016-08-01;6540
URUN-165;2016-09-01;2303
URUN-165;2016-10-01;620
URUN-165;2016-11-01;21734
URUN-165;2016-12-01;16327
URUN-165;2017-01-01;2087
URUN-165;2017-02-01;40973
URUN-165;2017-03-01;7500
URUN-165;2017-04-01;11429
URUN-165;2017-05-01;5444
URUN-165;2017-06-01;30940
URUN-165;2017-07-01;12266
URUN-165;2017-08-01;41859
URUN-165;2017-09-01;25988
URUN-165;2017-10-01;4186
URUN-165;2017-11-01;596
URUN-165;2017-12-01;1543
URUN-165;2018-01-01;384
URUN-165;2018-02-01;2482
URUN-165;2018-03-01;25737
URUN-165;2018-04-01;24630
URUN-165;2018-05-01;5446
URUN-165;2018-06-01;2254
URUN-165;2018-07-01;11756
URUN-165;2018-08-01;11420
URUN-165;2018-09-01;13750
URUN-165;2018-10-01;15341
URUN-165;2018-11-01;11712
URUN-165;2018-12-01;10134
URUN-166;2016-10-01;24
URUN-166;2016-11-01;0
URUN-166;2016-12-01;0
URUN-166;2017-01-01;396
URUN-166;2017-02-01;3196
URUN-166;2017-03-01;864
URUN-166;2017-04-01;1392
URUN-166;2017-05-01;852
URUN-166;2017-06-01;228
URUN-166;2017-07-01;1252
URUN-166;2017-08-01;0
URUN-166;2017-09-01;1168
URUN-166;2017-10-01;2288
URUN-166;2017-11-01;84
URUN-166;2017-12-01;0
URUN-166;2018-01-01;6740
URUN-166;2018-02-01;2144
URUN-166;2018-03-01;1308
URUN-166;2018-04-01;5288
URUN-166;2018-05-01;0
URUN-166;2018-06-01;4036
URUN-166;2018-07-01;4144
URUN-166;2018-08-01;3000
URUN-166;2018-09-01;5000
URUN-166;2018-10-01;2012
URUN-166;2018-11-01;4024
URUN-166;2018-12-01;0
URUN-167;2015-11-01;3400
URUN-167;2015-12-01;0
URUN-167;2016-01-01;0
URUN-167;2016-02-01;0
URUN-167;2016-03-01;1800
URUN-167;2016-04-01;1000
URUN-167;2016-05-01;1300
URUN-167;2016-06-01;500
URUN-167;2016-07-01;0
URUN-167;2016-08-01;0
URUN-167;2016-09-01;0
URUN-167;2016-10-01;4
URUN-167;2016-11-01;0
URUN-167;2016-12-01;0
URUN-167;2017-01-01;272
URUN-167;2017-02-01;428
URUN-167;2017-03-01;2488
URUN-167;2017-04-01;1296
URUN-167;2017-05-01;1070
URUN-167;2017-06-01;456
URUN-167;2017-07-01;1044
URUN-167;2017-08-01;0
URUN-167;2017-09-01;1908
URUN-167;2017-10-01;1188
URUN-167;2017-11-01;138
URUN-167;2017-12-01;54
URUN-167;2018-01-01;918
URUN-167;2018-02-01;1848
URUN-167;2018-03-01;282
URUN-167;2018-04-01;552
URUN-167;2018-05-01;330
URUN-167;2018-06-01;66
URUN-167;2018-07-01;270
URUN-167;2018-08-01;90
URUN-167;2018-09-01;108
URUN-167;2018-10-01;114
URUN-167;2018-11-01;6
URUN-167;2018-12-01;0
URUN-168;2016-03-01;3200
URUN-168;2016-04-01;4000
URUN-168;2016-05-01;0
URUN-168;2016-06-01;0
URUN-168;2016-07-01;1000
URUN-168;2016-08-01;0
URUN-168;2016-09-01;14000
URUN-168;2016-10-01;2000
URUN-168;2016-11-01;0
URUN-168;2016-12-01;4000
URUN-168;2017-01-01;0
URUN-168;2017-02-01;4000
URUN-168;2017-03-01;6000
URUN-168;2017-04-01;12000
URUN-168;2017-05-01;0
URUN-168;2017-06-01;0
URUN-168;2017-07-01;13200
URUN-168;2017-08-01;0
URUN-168;2017-09-01;0
URUN-168;2017-10-01;12000
URUN-168;2017-11-01;0
URUN-168;2017-12-01;5600
URUN-168;2018-01-01;3600
URUN-168;2018-02-01;6800
URUN-168;2018-03-01;100
URUN-168;2018-04-01;0
URUN-168;2018-05-01;26400
URUN-168;2018-06-01;0
URUN-168;2018-07-01;12800
URUN-168;2018-08-01;7200
URUN-168;2018-09-01;0
URUN-168;2018-10-01;13600
URUN-168;2018-11-01;4400
URUN-168;2018-12-01;0
URUN-169;2016-02-01;210
URUN-169;2016-03-01;2080
URUN-169;2016-04-01;813
URUN-169;2016-05-01;365
URUN-169;2016-06-01;1429
URUN-169;2016-07-01;568
URUN-169;2016-08-01;225
URUN-169;2016-09-01;225
URUN-169;2016-10-01;100
URUN-169;2016-11-01;70
URUN-169;2016-12-01;1980
URUN-169;2017-01-01;150
URUN-169;2017-02-01;300
URUN-169;2017-03-01;1542
URUN-169;2017-04-01;412
URUN-169;2017-05-01;150
URUN-169;2017-06-01;0
URUN-169;2017-07-01;77
URUN-169;2017-08-01;0
URUN-169;2017-09-01;20
URUN-169;2017-10-01;665
URUN-169;2017-11-01;693
URUN-169;2017-12-01;0
URUN-169;2018-01-01;1969
URUN-169;2018-02-01;240
URUN-169;2018-03-01;9
URUN-169;2018-04-01;328
URUN-169;2018-05-01;170
URUN-169;2018-06-01;358
URUN-169;2018-07-01;699
URUN-169;2018-08-01;130
URUN-169;2018-09-01;33
URUN-169;2018-10-01;151
URUN-169;2018-11-01;274
URUN-169;2018-12-01;24
URUN-170;2015-03-01;49750
URUN-170;2015-04-01;13000
URUN-170;2015-05-01;37750
URUN-170;2015-06-01;51875
URUN-170;2015-07-01;36875
URUN-170;2015-08-01;63500
URUN-170;2015-09-01;4500
URUN-170;2015-10-01;50750
URUN-170;2015-11-01;151500
URUN-170;2015-12-01;82500
URUN-170;2016-01-01;48625
URUN-170;2016-02-01;101625
URUN-170;2016-03-01;122875
URUN-170;2016-04-01;95375
URUN-170;2016-05-01;187500
URUN-170;2016-06-01;67125
URUN-170;2016-07-01;28375
URUN-170;2016-08-01;238250
URUN-170;2016-09-01;213375
URUN-170;2016-10-01;99000
URUN-170;2016-11-01;69375
URUN-170;2016-12-01;10750
URUN-170;2017-01-01;61250
URUN-170;2017-02-01;25000
URUN-170;2017-03-01;21000
URUN-170;2017-04-01;17750
URUN-170;2017-05-01;50875
URUN-170;2017-06-01;97875
URUN-170;2017-07-01;69375
URUN-170;2017-08-01;84250
URUN-170;2017-09-01;11125
URUN-170;2017-10-01;18750
URUN-170;2017-11-01;33250
URUN-170;2017-12-01;5750
URUN-170;2018-01-01;50375
URUN-170;2018-02-01;31125
URUN-170;2018-03-01;21250
URUN-170;2018-04-01;52500
URUN-170;2018-05-01;18625
URUN-170;2018-06-01;23750
URUN-170;2018-07-01;44125
URUN-170;2018-08-01;26500
URUN-170;2018-09-01;45500
URUN-170;2018-10-01;35125
URUN-170;2018-11-01;73625
