URUN_KODU;TARIH;MIKTAR
URUN-130;2016-05-01;95
URUN-130;2016-06-01;1540
URUN-130;2016-07-01;220
URUN-130;2016-08-01;1040
URUN-130;2016-09-01;2323
URUN-130;2016-10-01;4080
URUN-130;2016-11-01;758
URUN-130;2016-12-01;1858
URUN-130;2017-01-01;1550
URUN-130;2017-02-01;990
URUN-130;2017-03-01;594
URUN-130;2017-04-01;1141
URUN-130;2017-05-01;680
URUN-130;2017-06-01;3680
URUN-130;2017-07-01;1220
URUN-130;2017-08-01;1440
URUN-130;2017-09-01;5700
URUN-130;2017-10-01;567
URUN-130;2017-11-01;2933
URUN-130;2017-12-01;1860
URUN-130;2018-01-01;390
URUN-130;2018-02-01;1030
URUN-130;2018-03-01;1100
URUN-130;2018-04-01;448
URUN-130;2018-05-01;1758
URUN-130;2018-06-01;1136
URUN-130;2018-07-01;1128
URUN-130;2018-08-01;2440
URUN-130;2018-09-01;1405
URUN-130;2018-10-01;3560
URUN-130;2018-11-01;1538
URUN-130;2018-12-01;588
URUN-131;2015-03-01;1143750
URUN-131;2015-04-01;1185750
URUN-131;2015-05-01;695810
URUN-131;2015-06-01;954890
URUN-131;2015-07-01;1194000
URUN-131;2015-08-01;1246275
URUN-131;2015-09-01;743750
URUN-131;2015-10-01;888500
URUN-131;2015-11-01;1025250
URUN-131;2015-12-01;980767
URUN-131;2016-01-01;883750
URUN-131;2016-02-01;1352500
URUN-131;2016-03-01;1450750
URUN-131;2016-04-01;827000
URUN-131;2016-05-01;922000
URUN-131;2016-06-01;699500
URUN-131;2016-07-01;811750
URUN-131;2016-08-01;742753
URUN-131;2016-09-01;1340750
URUN-131;2016-10-01;1015000
URUN-131;2016-11-01;717500
URUN-131;2016-12-01;1150500
URUN-131;2017-01-01;898750
URUN-131;2017-02-01;1078250
URUN-131;2017-03-01;1268492
URUN-131;2017-04-01;1713750
URUN-131;2017-05-01;1014250
URUN-131;2017-06-01;1520750
URUN-131;2017-07-01;1471250
URUN-131;2017-08-01;1960500
URUN-131;2017-09-01;1018530
URUN-131;2017-10-01;1304530
URUN-131;2017-11-01;1285750
URUN-131;2017-12-01;645500
URUN-131;2018-01-01;1432750
URUN-131;2018-02-01;1184000
URUN-131;2018-03-01;1361250
URUN-131;2018-04-01;1189500
URUN-131;2018-05-01;1294233
URUN-131;2018-06-01;1328250
URUN-131;2018-07-01;1531750
URUN-131;2018-08-01;1359500
URUN-131;2018-09-01;1588000
URUN-131;2018-10-01;1130553
URUN-131;2018-11-01;1326000
URUN-131;2018-12-01;781750
URUN-132;2015-03-01;504750
URUN-132;2015-04-01;543000
URUN-132;2015-05-01;414300
URUN-132;2015-06-01;551270
URUN-132;2015-07-01;552300
URUN-132;2015-08-01;771000
URUN-132;2015-09-01;335050
URUN-132;2015-10-01;540187
URUN-132;2015-11-01;475050
URUN-132;2015-12-01;590500
URUN-132;2016-01-01;461000
URUN-132;2016-02-01;556000
URUN-132;2016-03-01;773750
URUN-132;2016-04-01;581250
URUN-132;2016-05-01;664000
URUN-132;2016-06-01;368300
URUN-132;2016-07-01;557500
URUN-132;2016-08-01;405050
URUN-132;2016-09-01;584694
URUN-132;2016-10-01;363050
URUN-132;2016-11-01;372498
URUN-132;2016-12-01;772000
URUN-132;2017-01-01;589248
URUN-132;2017-02-01;500379
URUN-132;2017-03-01;452500
URUN-132;2017-04-01;590750
URUN-132;2017-05-01;659300
URUN-132;2017-06-01;967498
URUN-132;2017-07-01;658500
URUN-132;2017-08-01;1092800
URUN-132;2017-09-01;659500
URUN-132;2017-10-01;837150
URUN-132;2017-11-01;790500
URUN-132;2017-12-01;613691
URUN-132;2018-01-01;680750
URUN-132;2018-02-01;643250
URUN-132;2018-03-01;753750
URUN-132;2018-04-01;670500
URUN-132;2018-05-01;879539
URUN-132;2018-06-01;919200
URUN-132;2018-07-01;631100
URUN-132;2018-08-01;880000
URUN-132;2018-09-01;1125950
URUN-132;2018-10-01;677388
URUN-132;2018-11-01;715250
URUN-132;2018-12-01;463550
URUN-133;2015-03-01;750
URUN-133;2015-04-01;750
URUN-133;2015-05-01;254
URUN-133;2015-06-01;1381
URUN-133;2015-07-01;0
URUN-133;2015-08-01;0
URUN-133;2015-09-01;500
URUN-133;2015-10-01;625
URUN-133;2015-11-01;1000
URUN-133;2015-12-01;625
URUN-133;2016-01-01;0
URUN-133;2016-02-01;0
URUN-133;2016-03-01;1500
URUN-133;2016-04-01;500
URUN-133;2016-05-01;250
URUN-133;2016-06-01;625
URUN-133;2016-07-01;125
URUN-133;2016-08-01;750
URUN-133;2016-09-01;0
URUN-133;2016-10-01;625
URUN-133;2016-11-01;1083
URUN-133;2016-12-01;375
URUN-133;2017-01-01;1500
URUN-133;2017-02-01;0
URUN-133;2017-03-01;125
URUN-133;2017-04-01;0
URUN-133;2017-05-01;0
URUN-133;2017-06-01;1000
URUN-133;2017-07-01;750
URUN-133;2017-08-01;375
URUN-133;2017-09-01;750
URUN-133;2017-10-01;0
URUN-133;2017-11-01;250
URUN-133;2017-12-01;375
URUN-133;2018-01-01;375
URUN-133;2018-02-01;375
URUN-133;2018-03-01;125
URUN-133;2018-04-01;0
URUN-133;2018-05-01;500
URUN-133;2018-06-01;0
URUN-133;2018-07-01;625
URUN-133;2018-08-01;1000
URUN-133;2018-09-01;1000
URUN-133;2018-10-01;125
URUN-133;2018-11-01;375
URUN-133;2018-12-01;125
URUN-134;2015-03-01;3250
URUN-134;2015-04-01;6750
URUN-134;2015-05-01;3250
URUN-134;2015-06-01;9754
URUN-134;2015-07-01;5500
URUN-134;2015-08-01;0
URUN-134;2015-09-01;8000
URUN-134;2015-10-01;7110
URUN-134;2015-11-01;6000
URUN-134;2015-12-01;2875
URUN-134;2016-01-01;2500
URUN-134;2016-02-01;2750
URUN-134;2016-03-01;6750
URUN-134;2016-04-01;2000
URUN-134;2016-05-01;10500
URUN-134;2016-06-01;2250
URUN-134;2016-07-01;5000
URUN-134;2016-08-01;3500
URUN-134;2016-09-01;5750
URUN-134;2016-10-01;14500
URUN-134;2016-11-01;5750
URUN-134;2016-12-01;12250
URUN-134;2017-01-01;6500
URUN-134;2017-02-01;3000
URUN-134;2017-03-01;11000
URUN-134;2017-04-01;7500
URUN-134;2017-05-01;5250
URUN-134;2017-06-01;8000
URUN-134;2017-07-01;5250
URUN-134;2017-08-01;10250
URUN-134;2017-09-01;3375
URUN-134;2017-10-01;9000
URUN-134;2017-11-01;6000
URUN-134;2017-12-01;4250
URUN-134;2018-01-01;6000
URUN-134;2018-02-01;9000
URUN-134;2018-03-01;8500
URUN-134;2018-04-01;7500
URUN-134;2018-05-01;7000
URUN-134;2018-06-01;6000
URUN-134;2018-07-01;5000
URUN-134;2018-08-01;4250
URUN-134;2018-09-01;6750
URUN-134;2018-10-01;7500
URUN-134;2018-11-01;11500
URUN-134;2018-12-01;3000
URUN-135;2015-03-01;209000
URUN-135;2015-04-01;192750
URUN-135;2015-05-01;130638
URUN-135;2015-06-01;113050
URUN-135;2015-07-01;160000
URUN-135;2015-08-01;221500
URUN-135;2015-09-01;114750
URUN-135;2015-10-01;101250
URUN-135;2015-11-01;159250
URUN-135;2015-12-01;122750
URUN-135;2016-01-01;195250
URUN-135;2016-02-01;195750
URUN-135;2016-03-01;223500
URUN-135;2016-04-01;102000
URUN-135;2016-05-01;84500
URUN-135;2016-06-01;78250
URUN-135;2016-07-01;91500
URUN-135;2016-08-01;145000
URUN-135;2016-09-01;115500
URUN-135;2016-10-01;191250
URUN-135;2016-11-01;105250
URUN-135;2016-12-01;82500
URUN-135;2017-01-01;150000
URUN-135;2017-02-01;223510
URUN-135;2017-03-01;197250
URUN-135;2017-04-01;153500
URUN-135;2017-05-01;164500
URUN-135;2017-06-01;98250
URUN-135;2017-07-01;253750
URUN-135;2017-08-01;270250
URUN-135;2017-09-01;153750
URUN-135;2017-10-01;136500
URUN-135;2017-11-01;167000
URUN-135;2017-12-01;120500
URUN-135;2018-01-01;119000
URUN-135;2018-02-01;225750
URUN-135;2018-03-01;156500
URUN-135;2018-04-01;193000
URUN-135;2018-05-01;111750
URUN-135;2018-06-01;147750
URUN-135;2018-07-01;122000
URUN-135;2018-08-01;95500
URUN-135;2018-09-01;120750
URUN-135;2018-10-01;127250
URUN-135;2018-11-01;172500
URUN-135;2018-12-01;66250
URUN-136;2015-03-01;146000
URUN-136;2015-04-01;219500
URUN-136;2015-05-01;127010
URUN-136;2015-06-01;155300
URUN-136;2015-07-01;193750
URUN-136;2015-08-01;269500
URUN-136;2015-09-01;154000
URUN-136;2015-10-01;123000
URUN-136;2015-11-01;220000
URUN-136;2015-12-01;206750
URUN-136;2016-01-01;181750
URUN-136;2016-02-01;235500
URUN-136;2016-03-01;293250
URUN-136;2016-04-01;116750
URUN-136;2016-05-01;187250
URUN-136;2016-06-01;117250
URUN-136;2016-07-01;215750
URUN-136;2016-08-01;215500
URUN-136;2016-09-01;138000
URUN-136;2016-10-01;305250
URUN-136;2016-11-01;175750
URUN-136;2016-12-01;142750
URUN-136;2017-01-01;195250
URUN-136;2017-02-01;269000
URUN-136;2017-03-01;275500
URUN-136;2017-04-01;229000
URUN-136;2017-05-01;245250
URUN-136;2017-06-01;180750
URUN-136;2017-07-01;279750
URUN-136;2017-08-01;340750
URUN-136;2017-09-01;217530
URUN-136;2017-10-01;235780
URUN-136;2017-11-01;266250
URUN-136;2017-12-01;163500
URUN-136;2018-01-01;273750
URUN-136;2018-02-01;271000
URUN-136;2018-03-01;173000
URUN-136;2018-04-01;232510
URUN-136;2018-05-01;89000
URUN-136;2018-06-01;245250
URUN-136;2018-07-01;251250
URUN-136;2018-08-01;219000
URUN-136;2018-09-01;163000
URUN-136;2018-10-01;268250
URUN-136;2018-11-01;210750
URUN-136;2018-12-01;140250
URUN-137;2015-03-01;792
URUN-137;2015-04-01;312
URUN-137;2015-05-01;1512
URUN-137;2015-06-01;124
URUN-137;2015-07-01;0
URUN-137;2015-08-01;0
URUN-137;2015-09-01;0
URUN-137;2015-10-01;155
URUN-137;2015-11-01;672
URUN-137;2015-12-01;562
URUN-137;2016-01-01;394
URUN-137;2016-02-01;750
URUN-137;2016-03-01;0
URUN-137;2016-04-01;1018
URUN-137;2016-05-01;288
URUN-137;2016-06-01;790
URUN-137;2016-07-01;0
URUN-137;2016-08-01;0
URUN-137;2016-09-01;30
URUN-137;2016-10-01;750
URUN-137;2016-11-01;258
URUN-137;2016-12-01;750
URUN-137;2017-01-01;250
URUN-137;2017-02-01;500
URUN-137;2017-03-01;500
URUN-137;2017-04-01;1250
URUN-137;2017-05-01;0
URUN-137;2017-06-01;0
URUN-137;2017-07-01;0
URUN-137;2017-08-01;0
URUN-137;2017-09-01;0
URUN-137;2017-10-01;250
URUN-137;2017-11-01;500
URUN-137;2017-12-01;250
URUN-137;2018-01-01;0
URUN-137;2018-02-01;750
URUN-137;2018-03-01;500
URUN-137;2018-04-01;750
URUN-137;2018-05-01;500
URUN-137;2018-06-01;500
URUN-137;2018-07-01;250
URUN-137;2018-08-01;0
URUN-137;2018-09-01;250
URUN-137;2018-10-01;500
URUN-137;2018-11-01;0
URUN-137;2018-12-01;0
URUN-138;2015-03-01;432
URUN-138;2015-04-01;72
URUN-138;2015-05-01;432
URUN-138;2015-06-01;504
URUN-138;2015-07-01;96
URUN-138;2015-08-01;312
URUN-138;2015-09-01;192
URUN-138;2015-10-01;240
URUN-138;2015-11-01;312
URUN-138;2015-12-01;168
URUN-138;2016-01-01;72
URUN-138;2016-02-01;120
URUN-138;2016-03-01;312
URUN-138;2016-04-01;1152
URUN-138;2016-05-01;48
URUN-138;2016-06-01;600
URUN-138;2016-07-01;792
URUN-138;2016-08-01;168
URUN-138;2016-09-01;336
URUN-138;2016-10-01;984
URUN-138;2016-11-01;1032
URUN-138;2016-12-01;552
URUN-138;2017-01-01;840
URUN-138;2017-02-01;864
URUN-138;2017-03-01;960
URUN-138;2017-04-01;312
URUN-138;2017-05-01;1008
URUN-138;2017-06-01;696
URUN-138;2017-07-01;576
URUN-138;2017-08-01;1396
URUN-138;2017-09-01;480
URUN-138;2017-10-01;984
URUN-138;2017-11-01;1152
URUN-138;2017-12-01;624
URUN-138;2018-01-01;240
URUN-138;2018-02-01;1536
URUN-138;2018-03-01;1152
URUN-138;2018-04-01;605
URUN-138;2018-05-01;264
URUN-138;2018-06-01;264
URUN-138;2018-07-01;600
URUN-138;2018-08-01;480
URUN-138;2018-09-01;533
URUN-138;2018-10-01;624
URUN-138;2018-11-01;816
URUN-138;2018-12-01;816
URUN-139;2015-03-01;750
URUN-139;2015-04-01;1750
URUN-139;2015-05-01;2500
URUN-139;2015-06-01;3000
URUN-139;2015-07-01;0
URUN-139;2015-08-01;1375
URUN-139;2015-09-01;750
URUN-139;2015-10-01;750
URUN-139;2015-11-01;3000
URUN-139;2015-12-01;1250
URUN-139;2016-01-01;1750
URUN-139;2016-02-01;4125
URUN-139;2016-03-01;2375
URUN-139;2016-04-01;1750
URUN-139;2016-05-01;250
URUN-139;2016-06-01;125
URUN-139;2016-07-01;1000
URUN-139;2016-08-01;125
URUN-139;2016-09-01;750
URUN-139;2016-10-01;750
URUN-139;2016-11-01;4750
URUN-139;2016-12-01;125
URUN-139;2017-01-01;2625
URUN-139;2017-02-01;2750
URUN-139;2017-03-01;4750
URUN-139;2017-04-01;375
URUN-139;2017-05-01;125
URUN-139;2017-06-01;500
URUN-139;2017-07-01;2125
URUN-139;2017-08-01;0
URUN-139;2017-09-01;0
URUN-139;2017-10-01;0
URUN-139;2017-11-01;500
URUN-139;2017-12-01;3000
URUN-139;2018-01-01;0
URUN-139;2018-02-01;125
URUN-139;2018-03-01;3750
URUN-139;2018-04-01;0
URUN-139;2018-05-01;0
URUN-139;2018-06-01;1250
URUN-139;2018-07-01;4750
URUN-139;2018-08-01;7375
URUN-139;2018-09-01;375
URUN-139;2018-10-01;1125
URUN-139;2018-11-01;3875
URUN-139;2018-12-01;0
URUN-140;2015-03-01;21500
URUN-140;2015-04-01;18908
URUN-140;2015-05-01;37500
URUN-140;2015-06-01;40508
URUN-140;2015-07-01;58458
URUN-140;2015-08-01;24628
URUN-140;2015-09-01;9920
URUN-140;2015-10-01;25954
URUN-140;2015-11-01;21730
URUN-140;2015-12-01;16700
URUN-140;2016-01-01;3800
URUN-140;2016-02-01;111240
URUN-140;2016-03-01;117958
URUN-140;2016-04-01;11032
URUN-140;2016-05-01;15700
URUN-140;2016-06-01;95280
URUN-140;2016-07-01;48400
URUN-140;2016-08-01;26450
URUN-140;2016-09-01;15766
URUN-140;2016-10-01;2200
URUN-140;2016-11-01;123572
URUN-140;2016-12-01;41400
URUN-140;2017-01-01;3200
URUN-140;2017-02-01;2700
URUN-140;2017-03-01;9650
URUN-140;2017-04-01;13210
URUN-140;2017-05-01;44900
URUN-140;2017-06-01;27600
URUN-140;2017-07-01;41170
URUN-140;2017-08-01;18650
URUN-140;2017-09-01;70191
URUN-140;2017-10-01;96400
URUN-140;2017-11-01;12000
URUN-140;2017-12-01;13860
URUN-140;2018-01-01;5000
URUN-140;2018-02-01;0
URUN-140;2018-03-01;69020
URUN-140;2018-04-01;7400
URUN-140;2018-05-01;54000
URUN-140;2018-06-01;59420
URUN-140;2018-07-01;10450
URUN-140;2018-08-01;3200
URUN-140;2018-09-01;121600
URUN-140;2018-10-01;64800
URUN-140;2018-11-01;25600
URUN-140;2018-12-01;0
URUN-141;2015-03-01;246000
URUN-141;2015-04-01;219600
URUN-141;2015-05-01;215000
URUN-141;2015-06-01;368900
URUN-141;2015-07-01;299950
URUN-141;2015-08-01;486800
URUN-141;2015-09-01;45200
URUN-141;2015-10-01;102050
URUN-141;2015-11-01;367100
URUN-141;2015-12-01;160000
URUN-141;2016-01-01;24000
URUN-141;2016-02-01;380000
URUN-141;2016-03-01;166900
URUN-141;2016-04-01;285400
URUN-141;2016-05-01;172100
URUN-141;2016-06-01;218200
URUN-141;2016-07-01;242000
URUN-141;2016-08-01;308500
URUN-141;2016-09-01;177200
URUN-141;2016-10-01;56000
URUN-141;2016-11-01;915300
URUN-141;2016-12-01;112000
URUN-141;2017-01-01;162000
URUN-141;2017-02-01;138800
URUN-141;2017-03-01;92000
URUN-141;2017-04-01;148000
URUN-141;2017-05-01;160600
URUN-141;2017-06-01;335600
URUN-141;2017-07-01;45200
URUN-141;2017-08-01;336600
URUN-141;2017-09-01;241300
URUN-141;2017-10-01;477300
URUN-141;2017-11-01;184100
URUN-141;2017-12-01;151200
URUN-141;2018-01-01;38000
URUN-141;2018-02-01;0
URUN-141;2018-03-01;198000
URUN-141;2018-04-01;16000
URUN-141;2018-05-01;541000
URUN-141;2018-06-01;222000
URUN-141;2018-07-01;180000
URUN-141;2018-08-01;418500
URUN-141;2018-09-01;284000
URUN-141;2018-10-01;257000
URUN-141;2018-11-01;473200
URUN-141;2018-12-01;2000
URUN-142;2015-03-01;9875
URUN-142;2015-04-01;11750
URUN-142;2015-05-01;24250
URUN-142;2015-06-01;6875
URUN-142;2015-07-01;12000
URUN-142;2015-08-01;33125
URUN-142;2015-09-01;500
URUN-142;2015-10-01;4000
URUN-142;2015-11-01;21000
URUN-142;2015-12-01;11125
URUN-142;2016-01-01;39000
URUN-142;2016-02-01;32125
URUN-142;2016-03-01;35250
URUN-142;2016-04-01;3250
URUN-142;2016-05-01;27250
URUN-142;2016-06-01;47750
URUN-142;2016-07-01;51000
URUN-142;2016-08-01;1875
URUN-142;2016-09-01;1500
URUN-142;2016-10-01;15000
URUN-142;2016-11-01;25375
URUN-142;2016-12-01;29250
URUN-142;2017-01-01;1000
URUN-142;2017-02-01;5625
URUN-142;2017-03-01;41500
URUN-142;2017-04-01;25000
URUN-142;2017-05-01;13500
URUN-142;2017-06-01;28125
URUN-142;2017-07-01;30375
URUN-142;2017-08-01;53375
URUN-142;2017-09-01;0
URUN-142;2017-10-01;12625
URUN-142;2017-11-01;1000
URUN-142;2017-12-01;13125
URUN-142;2018-01-01;29500
URUN-142;2018-02-01;2500
URUN-142;2018-03-01;61875
URUN-142;2018-04-01;23625
URUN-142;2018-05-01;36750
URUN-142;2018-06-01;44625
URUN-142;2018-07-01;44000
URUN-142;2018-08-01;26250
URUN-142;2018-09-01;96375
URUN-142;2018-10-01;70375
URUN-142;2018-11-01;24375
URUN-142;2018-12-01;24625
URUN-143;2015-03-01;39250
URUN-143;2015-04-01;106625
URUN-143;2015-05-01;50250
URUN-143;2015-06-01;69875
URUN-143;2015-07-01;73500
URUN-143;2015-08-01;61250
URUN-143;2015-09-01;32500
URUN-143;2015-10-01;36250
URUN-143;2015-11-01;112125
URUN-143;2015-12-01;50750
URUN-143;2016-01-01;90250
URUN-143;2016-02-01;60875
URUN-143;2016-03-01;120750
URUN-143;2016-04-01;97250
URUN-143;2016-05-01;84110
URUN-143;2016-06-01;97250
URUN-143;2016-07-01;109250
URUN-143;2016-08-01;30325
URUN-143;2016-09-01;1000
URUN-143;2016-10-01;17440
URUN-143;2016-11-01;24815
URUN-143;2016-12-01;78060
URUN-143;2017-01-01;66500
URUN-143;2017-02-01;139875
URUN-143;2017-03-01;18280
URUN-143;2017-04-01;202540
URUN-143;2017-05-01;16335
URUN-143;2017-06-01;15375
URUN-143;2017-07-01;93375
URUN-143;2017-08-01;85120
URUN-143;2017-09-01;30825
URUN-143;2017-10-01;77680
URUN-143;2017-11-01;64375
URUN-143;2017-12-01;62315
URUN-143;2018-01-01;9060
URUN-143;2018-02-01;0
URUN-143;2018-03-01;72875
URUN-143;2018-04-01;65000
URUN-143;2018-05-01;27375
URUN-143;2018-06-01;39545
URUN-143;2018-07-01;71025
URUN-143;2018-08-01;90305
URUN-143;2018-09-01;67250
URUN-143;2018-10-01;128290
URUN-143;2018-11-01;9710
URUN-143;2018-12-01;0
URUN-144;2015-03-01;36010
URUN-144;2015-04-01;86570
URUN-144;2015-05-01;48050
URUN-144;2015-06-01;42720
URUN-144;2015-07-01;40520
URUN-144;2015-08-01;26680
URUN-144;2015-09-01;55370
URUN-144;2015-10-01;55440
URUN-144;2015-11-01;65320
URUN-144;2015-12-01;39270
URUN-144;2016-01-01;23820
URUN-144;2016-02-01;166060
URUN-144;2016-03-01;46170
URUN-144;2016-04-01;32050
URUN-144;2016-05-01;58080
URUN-144;2016-06-01;118000
URUN-144;2016-07-01;57040
URUN-144;2016-08-01;54960
URUN-144;2016-09-01;9800
URUN-144;2016-10-01;65050
URUN-144;2016-11-01;159700
URUN-144;2016-12-01;47640
URUN-144;2017-01-01;19560
URUN-144;2017-02-01;80400
URUN-144;2017-03-01;49160
URUN-144;2017-04-01;29560
URUN-144;2017-05-01;42585
URUN-144;2017-06-01;26235
URUN-144;2017-07-01;41190
URUN-144;2017-08-01;65560
URUN-144;2017-09-01;32760
URUN-144;2017-10-01;60810
URUN-144;2017-11-01;46580
URUN-144;2017-12-01;40300
URUN-144;2018-01-01;9050
URUN-144;2018-02-01;73300
URUN-144;2018-03-01;61680
URUN-144;2018-04-01;67360
URUN-144;2018-05-01;57160
URUN-144;2018-06-01;44085
URUN-144;2018-07-01;36340
URUN-144;2018-08-01;13680
URUN-144;2018-09-01;35200
URUN-144;2018-10-01;38290
URUN-144;2018-11-01;89640
URUN-144;2018-12-01;7200
URUN-145;2017-07-01;18750
URUN-145;2017-08-01;0
URUN-145;2017-09-01;21250
URUN-145;2017-10-01;9250
URUN-145;2017-11-01;0
URUN-145;2017-12-01;5000
URUN-145;2018-01-01;0
URUN-145;2018-02-01;2000
URUN-145;2018-03-01;22500
URUN-145;2018-04-01;10875
URUN-145;2018-05-01;10000
URUN-145;2018-06-01;24250
URUN-145;2018-07-01;22625
URUN-145;2018-08-01;2000
URUN-145;2018-09-01;102125
URUN-145;2018-10-01;26000
URUN-145;2018-11-01;45750
URUN-145;2018-12-01;0
URUN-146;2017-07-01;5000
URUN-146;2017-08-01;0
URUN-146;2017-09-01;0
URUN-146;2017-10-01;125
URUN-146;2017-11-01;0
URUN-146;2017-12-01;250
URUN-146;2018-01-01;14000
URUN-146;2018-02-01;250
URUN-146;2018-03-01;2875
URUN-146;2018-04-01;1875
URUN-146;2018-05-01;3250
URUN-146;2018-06-01;3500
URUN-146;2018-07-01;4000
URUN-146;2018-08-01;10000
URUN-146;2018-09-01;24250
URUN-146;2018-10-01;6000
URUN-146;2018-11-01;6500
URUN-146;2018-12-01;0
URUN-147;2015-03-01;22210
URUN-147;2015-04-01;25820
URUN-147;2015-05-01;34650
URUN-147;2015-06-01;2370
URUN-147;2015-07-01;17750
URUN-147;2015-08-01;21150
URUN-147;2015-09-01;1400
URUN-147;2015-10-01;12360
URUN-147;2015-11-01;17375
URUN-147;2015-12-01;12000
URUN-147;2016-01-01;18750
URUN-147;2016-02-01;22250
URUN-147;2016-03-01;44820
URUN-147;2016-04-01;4350
URUN-147;2016-05-01;21250
URUN-147;2016-06-01;58600
URUN-147;2016-07-01;50360
URUN-147;2016-08-01;4120
URUN-147;2016-09-01;4630
URUN-147;2016-10-01;11440
URUN-147;2016-11-01;25020
URUN-147;2016-12-01;47820
URUN-147;2017-01-01;4740
URUN-147;2017-02-01;12230
URUN-147;2017-03-01;32200
URUN-147;2017-04-01;19375
URUN-147;2017-05-01;20330
URUN-147;2017-06-01;27000
URUN-147;2017-07-01;51600
URUN-147;2017-08-01;6150
URUN-147;2017-09-01;0
URUN-147;2017-10-01;23185
URUN-147;2017-11-01;1370
URUN-147;2017-12-01;8350
URUN-147;2018-01-01;25000
URUN-147;2018-02-01;9000
URUN-147;2018-03-01;14690
URUN-147;2018-04-01;61700
URUN-147;2018-05-01;44000
URUN-147;2018-06-01;31300
URUN-147;2018-07-01;20900
URUN-147;2018-08-01;4475
URUN-147;2018-09-01;126630
URUN-147;2018-10-01;38375
URUN-147;2018-11-01;80615
URUN-147;2018-12-01;4050
URUN-148;2015-03-01;8750
URUN-148;2015-04-01;7750
URUN-148;2015-05-01;11375
URUN-148;2015-06-01;17125
URUN-148;2015-07-01;5750
URUN-148;2015-08-01;12750
URUN-148;2015-09-01;4250
URUN-148;2015-10-01;10000
URUN-148;2015-11-01;15625
URUN-148;2015-12-01;18500
URUN-148;2016-01-01;8250
URUN-148;2016-02-01;31250
URUN-148;2016-03-01;26375
URUN-148;2016-04-01;56250
URUN-148;2016-05-01;28875
URUN-148;2016-06-01;15000
URUN-148;2016-07-01;30500
URUN-148;2016-08-01;9875
URUN-148;2016-09-01;2000
URUN-148;2016-10-01;5000
URUN-148;2016-11-01;52875
URUN-148;2016-12-01;2375
URUN-148;2017-01-01;12000
URUN-148;2017-02-01;19250
URUN-148;2017-03-01;22875
URUN-148;2017-04-01;14125
URUN-148;2017-05-01;8750
URUN-148;2017-06-01;19750
URUN-148;2017-07-01;3750
URUN-148;2017-08-01;20500
URUN-148;2017-09-01;36375
URUN-148;2017-10-01;15000
URUN-148;2017-11-01;41000
URUN-148;2017-12-01;82875
URUN-148;2018-01-01;16500
URUN-148;2018-02-01;3875
URUN-148;2018-03-01;9000
URUN-148;2018-04-01;22125
URUN-148;2018-05-01;28000
URUN-148;2018-06-01;23500
URUN-148;2018-07-01;13125
URUN-148;2018-08-01;500
URUN-148;2018-09-01;6625
URUN-148;2018-10-01;8500
URUN-148;2018-11-01;5250
URUN-148;2018-12-01;0
URUN-149;2015-03-01;8500
URUN-149;2015-04-01;29000
URUN-149;2015-05-01;5750
URUN-149;2015-06-01;315500
URUN-149;2015-07-01;0
URUN-149;2015-08-01;3000
URUN-149;2015-09-01;100250
URUN-149;2015-10-01;281000
URUN-149;2015-11-01;9000
URUN-149;2015-12-01;108250
URUN-149;2016-01-01;100000
URUN-149;2016-02-01;66500
URUN-149;2016-03-01;165500
URUN-149;2016-04-01;319000
URUN-149;2016-05-01;368000
URUN-149;2016-06-01;157000
URUN-149;2016-07-01;54500
URUN-149;2016-08-01;169000
URUN-149;2016-09-01;1500
URUN-149;2016-10-01;275500
URUN-149;2016-11-01;28500
URUN-149;2016-12-01;4500
URUN-149;2017-01-01;349000
URUN-149;2017-02-01;313000
URUN-149;2017-03-01;202500
URUN-149;2017-04-01;53500
URUN-149;2017-05-01;1000
URUN-149;2017-06-01;345800
URUN-149;2017-07-01;152200
URUN-149;2017-08-01;50500
URUN-149;2017-09-01;118000
URUN-149;2017-10-01;135600
URUN-149;2017-11-01;184000
URUN-149;2017-12-01;180500
URUN-149;2018-01-01;60000
URUN-149;2018-02-01;320000
URUN-149;2018-03-01;168000
URUN-149;2018-04-01;58700
URUN-149;2018-05-01;289800
URUN-149;2018-06-01;0
URUN-149;2018-07-01;10000
URUN-149;2018-08-01;7000
URUN-149;2018-09-01;13000
URUN-149;2018-10-01;290000
URUN-149;2018-11-01;195500
URUN-149;2018-12-01;0
URUN-150;2015-03-01;6310
URUN-150;2015-04-01;6050
URUN-150;2015-05-01;18487
URUN-150;2015-06-01;4165
URUN-150;2015-07-01;12948
URUN-150;2015-08-01;16738
URUN-150;2015-09-01;12534
URUN-150;2015-10-01;13420
URUN-150;2015-11-01;1485
URUN-150;2015-12-01;3956
URUN-150;2016-01-01;5596
URUN-150;2016-02-01;15038
URUN-150;2016-03-01;12358
URUN-150;2016-04-01;27530
URUN-150;2016-05-01;15855
URUN-150;2016-06-01;17842
URUN-150;2016-07-01;3068
URUN-150;2016-08-01;6715
URUN-150;2016-09-01;2430
URUN-150;2016-10-01;7718
URUN-150;2016-11-01;3936
URUN-150;2016-12-01;1620
URUN-150;2017-01-01;18467
URUN-150;2017-02-01;18660
URUN-150;2017-03-01;12234
URUN-150;2017-04-01;180
URUN-150;2017-05-01;4132
URUN-150;2017-06-01;12123
URUN-150;2017-07-01;24081
URUN-150;2017-08-01;150
URUN-150;2017-09-01;920
URUN-150;2017-10-01;440
URUN-150;2017-11-01;1435
